,id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer
52,1331,1977,Graduation,Single,35790.0,1,0,2013-01-02
53,2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07
54,9381,1978,Graduation,Married,66373.0,1,1,2013-06-12
55,6260,1955,Master,Together,82384.0,0,0,2012-11-19
56,10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02
57,7437,1988,Graduation,Single,27938.0,1,0,2014-04-28
58,8557,1982,Graduation,Single,,1,0,2013-06-17
59,8375,1968,PhD,Married,55954.0,0,1,2014-03-03
60,6853,1982,Master,Single,75777.0,0,0,2013-07-04
61,3076,1975,Graduation,Together,66653.0,1,1,2012-09-07
62,1012,1952,Graduation,Single,61823.0,0,1,2013-02-18
63,6518,1951,PhD,Widow,67680.0,0,1,2013-06-11
64,4137,1948,Graduation,Together,70666.0,0,0,2013-12-06
65,8082,1971,Graduation,Married,25721.0,1,0,2013-05-21
66,1386,1967,Graduation,Together,32474.0,1,1,2014-05-11
67,9369,1979,2n Cycle,Single,88194.0,0,1,2014-03-19
68,4477,1958,Graduation,Together,69096.0,0,1,2013-09-27
69,1357,1970,Graduation,Together,74854.0,1,2,2013-04-08
70,1402,1954,Master,Married,66991.0,0,0,2012-09-11
71,10629,1973,2n Cycle,Married,,1,0,2012-09-14
72,6312,1959,Graduation,Married,65031.0,0,1,2013-03-17
73,8132,1975,PhD,Married,60631.0,1,1,2013-04-05
74,1050,1952,Graduation,Married,28332.0,0,0,2014-04-30
75,5846,1977,Graduation,Divorced,40246.0,1,0,2012-12-19
76,1859,1972,Master,Married,75251.0,0,0,2012-08-27
77,7503,1976,Graduation,Single,75825.0,0,0,2012-10-12
78,10401,1976,2n Cycle,Together,26326.0,0,0,2013-09-04
79,1618,1965,Graduation,Together,56046.0,0,0,2013-01-02
80,3332,1985,Graduation,Single,29760.0,1,0,2012-08-29
81,2261,1969,Graduation,Married,26304.0,1,0,2013-06-23
82,5346,1973,2n Cycle,Married,23559.0,1,0,2013-07-03
83,4119,1963,Master,Together,38620.0,0,0,2013-05-11
84,535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25
85,5268,1960,Graduation,Married,29440.0,1,1,2013-08-11
86,273,1970,Master,Married,36138.0,1,1,2013-07-16
87,4452,1957,Graduation,Single,50388.0,0,1,2014-05-28
88,8504,1973,Graduation,Married,79593.0,0,0,2014-05-12
89,771,1967,Graduation,Together,54178.0,0,1,2014-01-21
90,8996,1957,PhD,Married,,2,1,2012-11-19
91,9235,1957,Graduation,Single,,1,1,2014-05-27
92,5798,1973,Master,Together,,0,0,2013-11-23
93,11178,1972,Master,Single,42394.0,1,0,2014-03-23
94,2230,1970,PhD,Married,23626.0,1,0,2014-05-24
95,7516,1983,Graduation,Married,30096.0,1,0,2014-05-22
96,7247,1960,Graduation,Widow,47916.0,0,1,2012-11-22
97,11100,1972,Graduation,Divorced,51813.0,1,1,2013-04-11
98,4646,1951,2n Cycle,Married,78497.0,0,0,2013-12-01
99,3037,1983,PhD,Married,50150.0,0,0,2013-06-20
100,1473,1960,2n Cycle,Single,47823.0,0,1,2013-07-23
101,1016,1959,PhD,Single,34554.0,0,1,2014-03-30
102,4518,1979,Graduation,Together,85693.0,0,1,2013-04-20
103,9370,1945,PhD,Married,65846.0,0,0,2013-05-17
104,8908,1959,Graduation,Married,87195.0,0,0,2014-05-08
105,8373,1979,Basic,Together,24594.0,1,0,2013-12-10
106,7533,1964,Graduation,Married,49096.0,1,1,2013-09-24
107,2683,1969,Graduation,Married,52413.0,0,2,2013-02-02
108,3629,1978,Graduation,Single,38557.0,1,0,2012-12-19
109,10991,1960,Master,Married,89058.0,0,0,2012-12-07
110,5077,1979,Graduation,Together,77298.0,0,1,2013-11-02
111,7431,1991,PhD,Single,68126.0,0,0,2012-11-10
112,3267,1963,Master,Together,57288.0,0,1,2014-06-25
113,999,1991,Graduation,Single,86037.0,0,0,2013-01-02
114,9215,1980,PhD,Married,43974.0,1,0,2012-12-12
115,2286,1962,Graduation,Single,50785.0,1,1,2013-09-10
116,1592,1970,Graduation,Married,90765.0,0,0,2014-01-24
117,367,1978,2n Cycle,Married,36550.0,1,0,2013-02-19
118,5234,1967,2n Cycle,Together,30753.0,1,1,2013-07-11
119,9862,1969,Graduation,Together,21918.0,1,0,2013-11-14
120,9805,1953,Master,Together,56129.0,0,1,2013-06-20
121,6205,1967,Master,Single,32557.0,1,0,2014-02-24
122,8442,1985,Master,Married,19510.0,2,0,2013-09-04
123,7386,1976,Graduation,Divorced,30992.0,1,0,2013-04-22
124,7215,1983,Graduation,Single,101970.0,0,0,2013-03-12
125,1491,1965,2n Cycle,Together,71488.0,0,0,2013-02-18
126,11071,1984,Graduation,Single,79607.0,0,0,2013-04-21
127,3381,1953,Master,Married,54348.0,1,1,2014-06-08
128,8268,1961,PhD,Married,,0,1,2013-07-11
129,11051,1956,PhD,Together,77376.0,1,1,2014-05-10
130,8026,1952,Graduation,Married,62998.0,0,1,2013-09-30
131,433,1958,Master,Alone,61331.0,1,1,2013-03-10
132,9597,1969,Graduation,Married,73448.0,0,0,2014-02-10
133,1295,1963,Graduation,Married,,0,1,2013-08-11
134,5290,1964,PhD,Married,41551.0,1,1,2013-08-14
135,1685,1967,PhD,Together,62981.0,0,0,2013-03-17
136,5342,1976,Basic,Divorced,9548.0,1,0,2012-08-08
137,9579,1959,PhD,Married,33762.0,2,1,2013-07-07
138,7660,1973,PhD,Alone,35860.0,1,1,2014-05-19
139,1461,1965,PhD,Divorced,36921.0,1,1,2013-07-28
140,821,1992,Master,Single,92859.0,0,0,2012-10-19
141,11084,1976,Master,Together,65104.0,0,1,2013-11-14
142,8690,1962,Graduation,Married,86111.0,0,0,2013-04-19
143,2937,1974,PhD,Single,68352.0,0,1,2013-08-28
144,9701,1988,Graduation,Together,41883.0,1,0,2013-03-19
145,9949,1976,Graduation,Married,59809.0,0,2,2012-10-18
146,10837,1975,Graduation,Married,23957.0,1,0,2012-10-28
147,3120,1981,Graduation,Together,38547.0,1,0,2013-08-28
148,5885,1973,2n Cycle,Married,35688.0,2,1,2012-08-22
149,4050,1966,Master,Married,49605.0,0,0,2014-06-21
150,3830,1953,Master,Married,59354.0,0,2,2014-04-24
151,7987,1969,Graduation,Married,65747.0,0,1,2014-03-07
152,7798,1972,2n Cycle,Together,46344.0,0,1,2012-12-14
153,92,1988,Graduation,Alone,34176.0,1,0,2014-05-12
154,7055,1952,PhD,Together,61010.0,0,1,2012-10-09
155,10240,1949,Graduation,Together,69372.0,0,0,2013-02-19
156,3025,1958,Graduation,Single,49967.0,0,1,2013-07-08
157,9283,1978,Graduation,Single,60199.0,1,2,2013-09-12
158,9970,1977,Graduation,Together,55375.0,0,1,2013-10-17
159,2730,1955,Graduation,Single,80317.0,0,0,2013-08-20
160,2795,1958,Master,Single,30523.0,2,1,2013-07-01
161,9260,1945,PhD,Married,70356.0,0,0,2012-11-05
162,8182,1984,Graduation,Married,23228.0,1,0,2014-01-05
163,10095,1975,PhD,Divorced,74165.0,0,0,2013-05-01
164,8475,1973,PhD,Married,157243.0,0,1,2014-03-01
165,4370,1966,Graduation,Together,43482.0,2,1,2013-11-13
166,10573,1953,Graduation,Divorced,62551.0,0,0,2013-11-18
167,3712,1959,Graduation,Divorced,52332.0,0,0,2013-08-28
168,6637,1988,Graduation,Single,66951.0,0,0,2013-11-02
169,3152,1957,Graduation,Together,26091.0,1,1,2014-02-25
170,5610,1965,Graduation,Together,33456.0,1,1,2014-04-21
171,6460,1982,Graduation,Married,28718.0,1,0,2013-07-13
172,1349,1970,Graduation,Married,50447.0,2,0,2014-04-21
173,1880,1959,PhD,Together,53537.0,1,1,2014-01-30
174,641,1967,Graduation,Single,52074.0,0,1,2014-04-04
175,8717,1975,PhD,Married,80427.0,0,1,2012-09-12
176,10314,1948,PhD,Married,83837.0,0,0,2012-12-16
177,10854,1970,PhD,Married,38853.0,1,1,2014-05-23
178,10492,1959,Graduation,Together,38285.0,2,1,2014-06-24
179,6935,1951,2n Cycle,Married,78497.0,0,0,2013-12-01
180,7698,1976,PhD,Married,51650.0,0,1,2014-05-11
181,3559,1988,2n Cycle,Married,16248.0,1,0,2014-05-10
182,10562,1946,Master,Married,66835.0,0,0,2013-09-28
183,10796,1984,Master,Married,30477.0,1,0,2014-01-22
184,2563,1961,Basic,Married,28249.0,0,0,2014-06-15
185,3518,1983,Graduation,Married,25271.0,1,0,2012-12-05
186,5823,1970,PhD,Single,32303.0,0,1,2014-03-08
187,3934,1966,Graduation,Married,61286.0,0,1,2013-08-02
188,6982,1976,Graduation,Married,74068.0,0,0,2013-03-19
189,6431,1964,PhD,Married,45759.0,1,1,2013-02-23
190,9733,1978,Basic,Together,24882.0,1,0,2012-09-09
191,5602,1989,PhD,Together,66973.0,0,0,2013-05-17
192,7829,1900,2n Cycle,Divorced,36640.0,1,0,2013-09-26
193,1324,1988,Graduation,Married,38872.0,1,0,2013-05-30
194,326,1973,Graduation,Married,51148.0,1,1,2013-02-18
195,7224,1977,Graduation,Married,31353.0,1,1,2013-12-29
196,6999,1980,Master,Married,69661.0,0,0,2014-05-13
197,9938,1954,Graduation,Married,80067.0,0,0,2013-09-19
198,6422,1954,Graduation,Married,86718.0,0,0,2013-01-17
199,3182,1973,PhD,Single,46854.0,1,1,2014-03-31
200,7300,1952,Graduation,Divorced,69142.0,0,1,2014-06-29
201,10424,1968,Graduation,Single,75922.0,0,0,2013-12-09
202,8727,1978,Graduation,Divorced,63693.0,0,1,2013-10-14
203,2798,1977,PhD,Together,102160.0,0,0,2012-11-02
204,1030,1965,PhD,Single,40637.0,1,1,2013-07-17
205,624,1984,Master,Single,18890.0,0,0,2012-11-10
206,5176,1988,Graduation,Together,29604.0,1,0,2013-12-08
207,5552,1963,Master,Divorced,48721.0,1,1,2013-05-13
208,868,1966,Graduation,Married,44794.0,0,1,2014-06-08
209,380,1954,Graduation,Divorced,64497.0,0,1,2012-09-10
210,2677,1956,Graduation,Together,46097.0,0,1,2013-03-31
211,6521,1954,Graduation,Together,77972.0,0,0,2014-03-18
212,6927,1968,PhD,Married,44377.0,1,1,2012-10-05
213,2877,1974,Master,Together,46014.0,1,1,2013-01-21
214,0,1985,Graduation,Married,70951.0,0,0,2013-05-04
215,1584,1977,Graduation,Married,41443.0,1,0,2014-04-01
216,7264,1978,2n Cycle,Single,52195.0,2,1,2014-05-12
217,6274,1948,Master,Married,83790.0,0,0,2013-11-15
218,1377,1954,Master,Widow,44551.0,0,1,2013-08-31
219,454,1980,Graduation,Together,69508.0,1,0,2012-11-14
220,1755,1988,2n Cycle,Together,45204.0,1,0,2014-04-11
221,2075,1969,Graduation,Married,72460.0,0,0,2013-11-14
222,4785,1970,PhD,Together,77622.0,0,2,2014-04-14
223,9076,1980,PhD,Married,30732.0,1,0,2013-01-05
224,7079,1962,Graduation,Divorced,63887.0,0,1,2012-09-08
225,4653,1978,Graduation,Together,42011.0,1,0,2013-03-26
226,7375,1976,Graduation,Together,51369.0,0,1,2012-10-25
227,709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09
228,460,1972,PhD,Married,79930.0,0,0,2012-08-08
229,3726,1986,PhD,Together,34320.0,1,0,2014-02-16
230,6798,1966,Graduation,Single,37070.0,1,1,2013-03-20
231,5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05
232,1606,1971,Graduation,Together,38590.0,1,0,2013-05-15
233,9617,1951,Graduation,Single,15033.0,0,0,2014-04-16
234,3233,1965,PhD,Married,62745.0,0,1,2013-03-23
235,89,1975,2n Cycle,Married,22212.0,1,0,2013-12-09
236,2936,1982,Master,Together,23661.0,1,0,2013-12-04
237,9449,1958,PhD,Single,79761.0,0,1,2013-10-04
238,7297,1973,Graduation,Single,7500.0,1,0,2013-12-26
239,11004,1893,2n Cycle,Single,60182.0,0,1,2014-05-17
240,313,1968,Graduation,Widow,73455.0,0,0,2013-10-28
241,9940,1958,Graduation,Together,64961.0,0,1,2012-12-23
242,10735,1971,Graduation,Single,22804.0,1,0,2013-07-31
243,9529,1990,Graduation,Married,73687.0,0,0,2013-11-28
244,6439,1958,Graduation,Married,61074.0,0,1,2012-08-17
245,7411,1964,PhD,Married,31686.0,1,1,2014-06-05
246,2176,1972,Graduation,Married,80134.0,1,0,2013-05-20
247,9265,1953,Graduation,Married,75027.0,0,1,2013-01-09
248,8867,1988,PhD,Married,67546.0,0,0,2012-08-31
249,8932,1969,Master,Together,65176.0,0,1,2012-10-29
250,10236,1975,Master,Single,31160.0,1,0,2013-09-16
251,6340,1985,Graduation,Single,29938.0,1,0,2013-10-27
252,10089,1974,Graduation,Divorced,102692.0,0,0,2013-04-05
253,2227,1958,2n Cycle,Together,26490.0,0,0,2012-09-22
254,10992,1967,Graduation,Together,75702.0,1,1,2012-08-29
255,5304,1974,PhD,Single,30899.0,1,0,2012-10-13
256,309,1961,PhD,Together,63342.0,0,1,2012-10-16
257,3406,1964,Graduation,Single,45989.0,0,1,2012-10-22
258,2661,1964,Graduation,Single,18701.0,1,1,2013-06-04
259,3153,1957,PhD,Single,40737.0,2,1,2013-12-08
260,10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10
261,1184,1968,PhD,Divorced,69674.0,0,2,2013-05-22
262,4200,1970,Master,Married,44159.0,1,0,2014-06-17
263,9396,1978,PhD,Married,37717.0,1,0,2012-11-23
264,2387,1952,Master,Together,43776.0,1,1,2013-02-03
265,6690,1966,Master,Married,38179.0,1,1,2013-03-14
266,1225,1963,Graduation,Married,80124.0,0,0,2014-06-26
267,9703,1970,PhD,Married,38097.0,1,1,2012-10-15
268,291,1970,Graduation,Married,72940.0,0,0,2013-06-19
269,4557,1970,Graduation,Together,22070.0,1,0,2013-10-04
270,2379,1953,Graduation,Single,69267.0,0,0,2012-09-22
271,5726,1983,Master,Single,31788.0,1,0,2014-03-20
272,3066,1975,PhD,Together,61905.0,0,1,2014-02-04
273,6336,1960,Graduation,Married,29315.0,1,1,2014-04-06
274,10967,1963,Graduation,Divorced,33378.0,1,1,2013-02-06
275,2304,1963,PhD,Together,66313.0,0,1,2013-09-16
276,3445,1956,Graduation,Single,60714.0,0,0,2013-01-17
277,7828,1981,Master,Together,77882.0,0,0,2014-04-30
278,3762,1986,PhD,Single,69867.0,0,0,2013-04-02
279,4391,1968,Master,Divorced,63841.0,0,1,2013-04-21
280,4669,1981,Basic,Married,24480.0,1,0,2013-02-11
281,10144,1976,Graduation,Together,51369.0,0,1,2012-10-25
282,8652,1946,Graduation,Together,37760.0,0,0,2012-08-31
283,1672,1974,PhD,Together,65640.0,0,1,2014-03-01
284,8962,1975,Master,Married,44319.0,1,1,2014-04-17
285,9974,1974,Graduation,Married,30631.0,1,0,2013-07-12
286,10983,1952,Graduation,Together,75278.0,0,0,2013-01-29
287,8148,1956,Master,Together,50898.0,1,1,2013-01-08
288,10102,1966,Graduation,Widow,79946.0,0,0,2014-05-12
289,4697,1949,Master,Divorced,35416.0,0,0,2013-06-13
290,9262,1984,2n Cycle,Together,32414.0,0,0,2013-07-04
291,7254,1969,Graduation,Together,38361.0,1,0,2013-12-27
292,4543,1980,Graduation,Married,82497.0,0,0,2012-10-31
293,4927,1971,Graduation,Together,16626.0,2,0,2014-01-15
294,10451,1965,Graduation,Together,29672.0,1,1,2013-03-12
295,2926,1952,Master,Together,55951.0,0,1,2012-08-23
296,2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-03-07
297,9738,1986,Master,Together,42386.0,1,0,2013-01-13
298,7119,1982,Graduation,Single,68627.0,0,0,2013-01-12
299,3924,1965,PhD,Divorced,57912.0,0,1,2014-03-17
300,5827,1958,Graduation,Divorced,35246.0,1,1,2014-04-16
301,5596,1956,2n Cycle,Together,58821.0,0,1,2013-10-12
302,10812,1978,PhD,Married,46377.0,1,0,2014-03-01
303,1717,1988,Graduation,Single,39747.0,1,0,2014-04-13
304,9491,1984,Graduation,Together,23976.0,1,0,2013-12-27
305,9274,1961,Master,Married,80950.0,0,0,2013-03-28
306,6609,1966,Graduation,Widow,27038.0,0,0,2012-09-18
307,6963,1947,Graduation,Single,77457.0,0,0,2014-03-05
308,4440,1964,Master,Married,64100.0,0,1,2013-09-10
309,1379,1992,Master,Together,42670.0,0,0,2013-04-27
310,10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18
311,2826,1967,Graduation,Married,22574.0,2,1,2013-10-28
312,2437,1989,Graduation,Married,,0,0,2013-06-03
313,6320,1976,Master,Single,70893.0,0,0,2013-02-06
314,3050,1966,Graduation,Married,54198.0,1,1,2013-12-17
315,231,1956,Master,Together,28839.0,1,1,2014-03-11
316,2392,1972,Graduation,Married,40321.0,1,1,2013-07-29
317,9478,1985,Graduation,Single,66503.0,1,0,2012-08-14
318,113,1951,Graduation,Married,30833.0,1,1,2013-07-16
319,2863,1970,Graduation,Single,,1,2,2013-08-23
320,1802,1971,Graduation,Married,64795.0,0,1,2013-01-17
321,520,1974,Graduation,Married,34421.0,1,0,2013-07-01
322,8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09
323,9750,1961,PhD,Divorced,64325.0,0,1,2013-02-07
324,2607,1953,Graduation,Single,40464.0,0,1,2013-01-11
325,7214,1957,Graduation,Married,62187.0,0,0,2013-07-05
326,5835,1976,PhD,Divorced,14849.0,1,0,2013-07-02
327,3896,1984,Graduation,Married,27255.0,1,0,2013-11-07
328,10350,1950,PhD,Married,54432.0,2,1,2013-05-09
329,7786,1986,PhD,Single,29999.0,1,0,2013-02-13
330,2861,1983,Graduation,Single,24072.0,1,0,2013-04-16
331,663,1989,PhD,Single,33996.0,0,0,2013-09-11
332,10675,1956,PhD,Married,66334.0,0,1,2013-04-03
333,2521,1971,Master,Married,35178.0,1,0,2013-01-10
334,9592,1983,Graduation,Together,22010.0,1,0,2013-06-30
335,10151,1960,Graduation,Divorced,62204.0,0,2,2012-09-12
336,7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06
337,4099,1972,Graduation,Married,30675.0,1,0,2012-11-12
338,9560,1965,Graduation,Together,83003.0,0,0,2013-03-03
339,1150,1899,PhD,Together,83532.0,0,0,2013-09-26
340,10172,1988,Graduation,Single,68655.0,0,0,2012-08-10
341,11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07
342,9707,1969,PhD,Married,55212.0,0,1,2012-11-23
343,6245,1950,PhD,Together,59292.0,0,1,2013-06-13
344,8234,1973,Basic,Together,27190.0,1,0,2013-08-15
345,1411,1952,Graduation,Divorced,82623.0,0,0,2013-11-10
346,8553,1965,Graduation,Married,44300.0,1,1,2013-06-23
347,1826,1970,Graduation,Divorced,84835.0,0,0,2014-06-16
348,8842,1971,Graduation,Widow,30372.0,1,1,2012-12-25
349,11030,1976,Master,Married,33181.0,1,0,2014-01-03
350,2579,1957,Graduation,Married,71113.0,0,1,2013-12-17
351,175,1986,Graduation,Married,71952.0,1,0,2013-01-10
352,9185,1966,PhD,Single,69759.0,0,0,2013-10-28
353,11056,1974,Graduation,Married,72099.0,0,0,2012-10-27
354,9365,1976,PhD,Single,60000.0,0,1,2012-12-22
355,6201,1978,Graduation,Single,38643.0,1,1,2013-11-29
356,2061,1955,Graduation,Married,50737.0,0,1,2013-05-11
357,6184,1969,PhD,Married,68462.0,0,0,2012-12-12
358,6142,1943,Master,Married,65073.0,0,0,2013-08-20
359,4107,1948,PhD,Together,46681.0,0,2,2013-10-08
360,7274,1957,Graduation,Married,78618.0,0,0,2012-09-28
361,9336,1969,PhD,Widow,62187.0,0,1,2014-03-22
362,2958,1978,Graduation,Married,28442.0,2,0,2014-02-24
363,933,1978,PhD,Married,37717.0,1,0,2012-11-23
364,5837,1967,Graduation,Married,51479.0,1,1,2012-12-28
365,10704,1969,Graduation,Single,54803.0,0,1,2012-08-21
366,5125,1960,Graduation,Married,79530.0,0,0,2013-05-17
367,4432,1976,Graduation,Divorced,31615.0,1,0,2013-03-16
368,5955,1962,Graduation,Together,72025.0,0,0,2012-11-17
369,2928,1975,PhD,Single,52614.0,0,1,2012-12-01
370,5680,1984,2n Cycle,Married,35684.0,1,0,2014-04-22
371,10313,1975,Graduation,Married,48178.0,1,1,2012-10-28
372,2557,1970,Master,Single,29548.0,1,0,2013-08-29
373,1245,1966,Graduation,Single,63810.0,0,1,2012-11-11
374,1519,1972,PhD,Single,38578.0,1,1,2013-06-22
375,10703,1975,Master,Single,46098.0,1,1,2012-08-18
376,1726,1970,Graduation,Single,22585.0,0,0,2013-03-18
377,4459,1989,Graduation,Single,30279.0,1,0,2012-12-30
378,1729,1961,PhD,Together,66426.0,0,1,2013-10-02
379,1517,1969,Graduation,Single,30822.0,1,0,2013-06-14
380,2098,1969,PhD,Married,33581.0,2,0,2013-01-08
381,9543,1985,Graduation,Married,19986.0,1,0,2013-11-14
382,6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12
383,3310,1973,2n Cycle,Married,35688.0,2,1,2012-08-22
384,2724,1981,Master,Single,36143.0,1,0,2014-03-30
385,948,1971,Graduation,Single,10245.0,1,0,2013-05-15
386,6720,1968,Master,Together,43795.0,0,1,2013-10-16
387,6202,1960,Graduation,Together,63381.0,0,1,2012-10-05
388,2066,1949,Graduation,Together,38823.0,0,1,2012-08-30
389,9799,1968,PhD,Divorced,83664.0,1,1,2013-05-08
390,8318,1979,Graduation,Together,90300.0,0,0,2014-01-03
391,5642,1979,Master,Together,62499.0,1,0,2013-12-09
392,2669,1993,Graduation,Single,74293.0,0,0,2014-05-04
393,455,1946,PhD,Married,51012.0,0,0,2013-04-18
394,7683,1968,Master,Married,70777.0,0,1,2014-02-25
395,3428,1991,PhD,Together,68682.0,0,0,2013-10-06
396,7414,1971,Graduation,Married,43824.0,1,1,2012-09-15
397,6354,1984,Graduation,Together,15345.0,1,0,2012-08-31
398,798,1987,Graduation,Single,23442.0,1,0,2012-12-24
399,8213,1980,2n Cycle,Together,14515.0,1,0,2012-11-09
400,2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23
401,9999,1965,Graduation,Together,75276.0,0,0,2012-09-27
402,7617,1974,Graduation,Single,42373.0,1,1,2013-08-15
403,615,1960,Graduation,Together,30507.0,0,0,2013-03-11
404,2552,1955,PhD,Single,55521.0,1,2,2013-10-22
405,194,1965,Graduation,Married,48006.0,1,1,2014-06-09
406,3645,1972,PhD,Single,27213.0,1,0,2012-08-30
407,8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30
408,5049,1974,PhD,Together,30351.0,1,0,2013-06-06
409,9973,1963,Graduation,Married,50437.0,0,2,2012-10-17
410,7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17
411,10882,1976,Graduation,Married,53858.0,0,1,2012-11-09
412,7030,1955,PhD,Married,66465.0,0,1,2013-03-30
413,7422,1987,Graduation,Single,46923.0,1,0,2012-08-22
414,3523,1962,Graduation,Together,75072.0,0,1,2013-01-23
415,7106,1943,PhD,Married,75865.0,0,0,2014-03-31
416,6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20
417,5067,1994,Graduation,Together,80134.0,0,0,2014-02-14
418,4216,1981,Graduation,Single,91065.0,0,0,2013-02-22
419,8581,1971,Master,Married,49505.0,1,1,2013-03-05
420,5929,1973,PhD,Married,37401.0,1,0,2014-05-06
421,3129,1983,Graduation,Married,30096.0,1,0,2014-05-22
422,6528,1982,Master,Together,18492.0,1,0,2014-06-05
423,1361,1974,Master,Married,82584.0,0,0,2013-06-04
424,6932,1941,PhD,Married,93027.0,0,0,2013-04-13
425,7284,1953,Graduation,Married,48686.0,1,2,2013-12-04
426,1340,1986,Graduation,Married,92910.0,0,0,2014-04-24
427,8746,1989,Graduation,Married,75433.0,1,0,2014-04-05
428,5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04
429,3767,1968,Graduation,Married,61314.0,0,1,2013-04-25
430,3725,1961,PhD,Single,84865.0,0,0,2013-05-09
431,4324,1989,Graduation,Married,42387.0,1,0,2012-10-29
432,238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23
433,6694,1964,Graduation,Married,75236.0,0,1,2013-11-25
434,498,1970,Graduation,Single,30015.0,1,0,2014-02-02
435,9347,1956,Master,Together,50943.0,0,1,2013-06-21
436,9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21
437,10664,1949,Master,Widow,51529.0,0,1,2013-09-07
438,5455,1971,PhD,Married,32011.0,1,0,2013-08-22
439,456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07
